higherClassification;order;family;canonicalName;threatStatus
Aves;Procellariiformes;Procellariidae;Pterodroma incerta;Em Perigo (EN)
Aves;Procellariiformes;Procellariidae;Puffinus lherminieri;Criticamente em Perigo (CR)
Aves;Psittaciformes;Psittacidae;Amazona pretrei;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Amazona rhodocorytha;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Amazona vinacea;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Anodorhynchus glaucus;Regionalmente Extinta (RE)
Aves;Psittaciformes;Psittacidae;Anodorhynchus leari;Em Perigo (EN)
Aves;Psittaciformes;Psittacidae;Aratinga solstitialis;Em Perigo (EN)
Aves;Psittaciformes;Psittacidae;Cyanopsitta spixii;Criticamente em Perigo (CR)
Aves;Psittaciformes;Psittacidae;Guaruba guarouba;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pionus reichenowi;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrilia vulturina;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura amazonum;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura anerythra;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura coerulescens;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura cruentata;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura griseipectus;Em Perigo (EN)
Aves;Psittaciformes;Psittacidae;Pyrrhura lepida;[Não é mais táxon válido]
Aves;Psittaciformes;Psittacidae;Pyrrhura leucotis;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura molinae;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura perlata;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Pyrrhura pfrimeri;Em Perigo (EN)
Aves;Psittaciformes;Psittacidae;Pyrrhura snethlageae;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Touit melanonotus;Vulnerável (VU)
Aves;Psittaciformes;Psittacidae;Touit surdus;Vulnerável (VU)
Aves;Strigiformes;Strigidae;Glaucidium mooreorum;Extinta (EX)
Aves;Strigiformes;Strigidae;Pulsatrix perspicillata pulsatrix;Criticamente em Perigo (CR)
Aves;Strigiformes;Strigidae;Strix huhula albomarginata;Vulnerável (VU)
Aves;Suliformes;Fregatidae;Fregata minor;Criticamente em Perigo (CR)
Aves;Suliformes;Fregatidae;Fregata trinitatis;Criticamente em Perigo (CR)
Aves;Suliformes;Sulidae;Sula sula;Em Perigo (EN)
Aves;Tinamiformes;Tinamidae;Crypturellus noctivagus noctivagus;Vulnerável (VU)
Aves;Tinamiformes;Tinamidae;Crypturellus noctivagus zabele;Vulnerável (VU)
Aves;Tinamiformes;Tinamidae;Nothura minor;Em Perigo (EN)
Aves;Tinamiformes;Tinamidae;Taoniscus nanus;Em Perigo (EN)
Aves;Tinamiformes;Tinamidae;Tinamus tao;Vulnerável (VU)
Aves;Trogoniformes;Trogonidae;Trogon collaris eytoni;Em Perigo (EN)
Mamíferos;Artiodactyla;Cervidae;Blastocerus dichotomus;Vulnerável (VU)
Mamíferos;Artiodactyla;Cervidae;Mazama bororo;Quase Ameaçada (NT)
Mamíferos;Artiodactyla;Cervidae;Mazama nana;Vulnerável (VU)
Mamíferos;Artiodactyla;Cervidae;Ozotoceros bezoarticus bezoarticus;Vulnerável (VU)
Mamíferos;Artiodactyla;Cervidae;Ozotoceros bezoarticus leucogaster;Subespécie que sai da Lista
Mamíferos;Artiodactyla;Tayassuidae;Tayassu pecari;Vulnerável (VU)
Mamíferos;Carnivora;Canidae;Atelocynus microtis;Vulnerável (VU)
Mamíferos;Carnivora;Canidae;Chrysocyon brachyurus;Vulnerável (VU)
Mamíferos;Carnivora;Canidae;Lycalopex vetulus;Vulnerável (VU)
Mamíferos;Carnivora;Canidae;Speothos venaticus;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Herpailurus yagouaroundi;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Leopardus colocolo;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Leopardus geoffroyi;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Leopardus guttulus;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Leopardus tigrinus;Em Perigo (EN)
Mamíferos;Carnivora;Felidae;Leopardus wiedii;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Panthera onca;Vulnerável (VU)
Mamíferos;Carnivora;Felidae;Puma concolor;Quase Ameaçada (NT)
Mamíferos;Carnivora;Mustelidae;Pteronura brasiliensis;Vulnerável (VU)
Mamíferos;Chiroptera;Furipteridae;Furipterus horrens;Vulnerável (VU)
Mamíferos;Chiroptera;Natalidae;Natalus macrourus;Vulnerável (VU)
Mamíferos;Chiroptera;Phyllostomidae;Glyphonycteris behnii;Dados Insuficientes (DD)
Mamíferos;Chiroptera;Phyllostomidae;Lonchophylla bokermanni;Vulnerável (VU)
Mamíferos;Chiroptera;Phyllostomidae;Lonchophylla dekeyseri;Em Perigo (EN)
Mamíferos;Chiroptera;Phyllostomidae;Lonchorhina aurita;Quase Ameaçada (NT)
Mamíferos;Chiroptera;Phyllostomidae;Xeronycteris vieirai;Dados Insuficientes (DD)
Mamíferos;Chiroptera;Vespertilionidae;Eptesicus taddeii;Menos Preocupante (LC)
Mamíferos;Cingulata;Dasypodidae;Priodontes maximus;Vulnerável (VU)
Mamíferos;Cingulata;Dasypodidae;Tolypeutes tricinctus;Em Perigo (EN)
Mamíferos;Didelphimorphia;Didelphidae;Caluromysiops irrupta;Menos Preocupante (LC)
Mamíferos;Didelphimorphia;Didelphidae;Marmosops paulensis;Menos Preocupante (LC)
Mamíferos;Didelphimorphia;Didelphidae;Thylamys macrurus;Menos Preocupante (LC)
Mamíferos;Didelphimorphia;Didelphidae;Thylamys velutinus;Menos Preocupante (LC)
Mamíferos;Perissodactyla;Tapiridae;Tapirus terrestris;Vulnerável (VU)
Mamíferos;Pilosa;Bradypodidae;Bradypus torquatus;Vulnerável (VU)
Mamíferos;Pilosa;Myrmecophagidae;Myrmecophaga tridactyla;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Alouatta belzebul;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Alouatta discolor;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Alouatta guariba clamitans;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Alouatta guariba guariba;Criticamente em Perigo (CR)
Mamíferos;Primates;Atelidae;Alouatta ululata;Em Perigo (EN)
Mamíferos;Primates;Atelidae;Ateles belzebuth;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Ateles chamek;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Ateles marginatus;Em Perigo (EN)
Mamíferos;Primates;Atelidae;Brachyteles arachnoides;Em Perigo (EN)
Mamíferos;Primates;Atelidae;Brachyteles hypoxanthus;Criticamente em Perigo (CR)
Mamíferos;Primates;Atelidae;Lagothrix lagothricha cana;Em Perigo (EN)
Mamíferos;Primates;Atelidae;Lagothrix lagothricha lagothricha;Vulnerável (VU)
Mamíferos;Primates;Atelidae;Lagothrix lagothricha poeppigii;Vulnerável (VU)
Mamíferos;Primates;Callitrichidae;Callithrix aurita;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Callithrix flaviceps;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Leontopithecus caissara;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Leontopithecus chrysomelas;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Leontopithecus chrysopygus;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Leontopithecus rosalia;Em Perigo (EN)
Mamíferos;Primates;Callitrichidae;Mico rondoni;Vulnerável (VU)
Mamíferos;Primates;Callitrichidae;Saguinus bicolor;Criticamente em Perigo (CR)
Mamíferos;Primates;Callitrichidae;Saguinus niger;Vulnerável (VU)
Mamíferos;Primates;Cebidae;Cebus kaapori;Criticamente em Perigo (CR)
Mamíferos;Primates;Cebidae;Saimiri vanzolinii;Vulnerável (VU)
Mamíferos;Primates;Cebidae;Sapajus cay;Vulnerável (VU)
Mamíferos;Primates;Cebidae;Sapajus flavius;Em Perigo (EN)
Mamíferos;Primates;Cebidae;Sapajus robustus;Em Perigo (EN)
Mamíferos;Primates;Cebidae;Sapajus xanthosternos;Em Perigo (EN)
Mamíferos;Primates;Pitheciidae;Cacajao hosomi;Em Perigo (EN)
Mamíferos;Primates;Pitheciidae;Callicebus barbarabrownae;Criticamente em Perigo (CR)
Mamíferos;Primates;Pitheciidae;Callicebus coimbrai;Em Perigo (EN)
Mamíferos;Primates;Pitheciidae;Callicebus melanochir;Vulnerável (VU)
Mamíferos;Primates;Pitheciidae;Callicebus personatus;Vulnerável (VU)
Mamíferos;Primates;Pitheciidae;Chiropotes satanas;Criticamente em Perigo (CR)
Mamíferos;Primates;Pitheciidae;Chiropotes utahickae;Vulnerável (VU)
Mamíferos;Rodentia;Caviidae;Cavia intermedia;Criticamente em Perigo (CR)
Mamíferos;Rodentia;Caviidae;Kerodon acrobata;Vulnerável (VU)
Mamíferos;Rodentia;Caviidae;Kerodon rupestris;Vulnerável (VU)
Mamíferos;Rodentia;Cricetidae;Akodon mystax;Vulnerável (VU)
Mamíferos;Rodentia;Cricetidae;Cerradomys goytaca;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Euryoryzomys lamia;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Gyldenstolpia planaltensis;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Juscelinomys candango;Criticamente em Perigo (CR)(PEX)
Mamíferos;Rodentia;Cricetidae;Microakodontomys transitorius;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Noronhomys vespuccii;Extinta (EX)
Mamíferos;Rodentia;Cricetidae;Oligoryzomys rupestris;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Rhipidomys cariri;Vulnerável (VU)
Mamíferos;Rodentia;Cricetidae;Rhipidomys tribei;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Thalpomys cerradensis;Vulnerável (VU)
Mamíferos;Rodentia;Cricetidae;Thalpomys lasiotis;Em Perigo (EN)
Mamíferos;Rodentia;Cricetidae;Wilfredomys oenax;Em Perigo (EN)
Mamíferos;Rodentia;Ctenomyidae;Ctenomys bicolor;Em Perigo (EN)
Mamíferos;Rodentia;Ctenomyidae;Ctenomys flamarioni;Em Perigo (EN)
Mamíferos;Rodentia;Ctenomyidae;Ctenomys lami;Em Perigo (EN)
Mamíferos;Rodentia;Ctenomyidae;Ctenomys minutus;Vulnerável (VU)
Mamíferos;Rodentia;Echimyidae;Callistomys pictus;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Phyllomys brasiliensis;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Phyllomys lundi;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Phyllomys thomasi;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Phyllomys unicolor;Criticamente em Perigo (CR)
Mamíferos;Rodentia;Echimyidae;Trinomys eliasi;Vulnerável (VU)
Mamíferos;Rodentia;Echimyidae;Trinomys mirapitanga;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Trinomys moojeni;Em Perigo (EN)
Mamíferos;Rodentia;Echimyidae;Trinomys yonenagae;Em Perigo (EN)
Mamíferos;Rodentia;Erethizontidae;Chaetomys subspinosus;Vulnerável (VU)
Mamíferos;Rodentia;Erethizontidae;Coendou speratus;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Balaenidae;Eubalaena australis;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Balaenopteridae;Balaenoptera borealis;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Balaenopteridae;Balaenoptera musculus;Criticamente em Perigo (CR)
Mamíferos Aquáticos;Cetacea;Balaenopteridae;Balaenoptera physalus;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Delphinidae;Sotalia guianensis;Vulnerável (VU)
Mamíferos Aquáticos;Cetacea;Delphinidae;Tursiops gephyreus;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Iniidae;Inia araguaiaensis;Vulnerável (VU)
Mamíferos Aquáticos;Cetacea;Iniidae;Inia geoffrensis;Em Perigo (EN)
Mamíferos Aquáticos;Cetacea;Physeteridae;Physeter macrocephalus;Vulnerável (VU)
Mamíferos Aquáticos;Cetacea;Pontoporiidae;Pontoporia blainvillei;Criticamente em Perigo (CR)
Mamíferos Aquáticos;Sirenia;Trichechidae;Trichechus inunguis;Vulnerável (VU)
Mamíferos Aquáticos;Sirenia;Trichechidae;Trichechus manatus;Em Perigo (EN)
