kingdom,order,family,canonicalName,threatStatus,source
Animalia,Cyprinodontiformes,Rivulidae,Austrolebias pongondo,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Austrolebias quirogai,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Austrolebias univentripinnis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Austrolebias varzeae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Campellolebias brucei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Campellolebias chrysolineatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Campellolebias dorsimaculatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Campellolebias intermedius,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias akroa,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias elegans,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias gorutuba,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias griseus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias leptocephalus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynolebias parnaibensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynopoecilus feltrini,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Cynopoecilus intimus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias adornatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias alternatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias auratus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias brunoi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias carlettoi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias delucai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias faouri,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias fasciatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias flammeus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias flavicaudatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias fulminantis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias gardneri,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias ghisolfii,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias gibberatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias gilbertobrasili,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias guanambi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias hamadryades,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias harmonicus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias hellneri,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias igneus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias janaubensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias longignatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias lopesi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias macaubensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias magnificus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias marginatus,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias mediopapillatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias multiradiatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias nielseni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias notatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias nudiorbitatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias picturatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias radiseriatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias rufus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias shibattai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias splendissimus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias stellatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias tocantinensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias trilineatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Hypsolebias virgulatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Kryptolebias brasiliensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Kryptolebias campelloi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Kryptolebias gracilis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Leptolebias marmoratus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Leptopanchax citrinipinnis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Leptopanchax itanhaensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Leptopanchax opalescens,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Leptopanchax splendens,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Maratecoara formosa,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Maratecoara splendida,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus crixas,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus illuminatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus karaja,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus kayapo,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus kunzei,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus pinima,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus rubromarginatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus rutilicaudus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus salmonicaudus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus scalaris,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus ubirajarai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Melanorivulus vittatus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Moema piriana,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Nematolebias catimbau,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Nematolebias papilliferus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Nematolebias whitei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Notholebias cruzi,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Notholebias fractifasciatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Notholebias minimus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Notholebias vermiculatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias bokermanni,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias constanciae,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias ilheusensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias perpendicularis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias rosaceus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Ophthalmolebias suzarti,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Pituna brevirostrata,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Pituna xinguensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Plesiolebias canabravensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Plesiolebias xavantei,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys boitonei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys cholopteryx,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys espinhacensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys nigromaculatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys parallelus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys punctulatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys santanae,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Simpsonichthys zonatus,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Spectrolebias reticulatus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Trigonectes strigabundus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Cyprinodontiformes,Rivulidae,Xenurolebias myersi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Elopiformes,Megalopidae,Megalops atlanticus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchella curvioperculata,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchogiton zuanoni,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus britskii,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus caboclo,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus higuchii,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus inpai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus jaimei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus kokraimoro,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus mareikeae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus severii,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Sternarchorhynchus villasboasi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Apteronotidae,Tembeassu marauna,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Sternopygidae,Archolaemus ferreirai,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Sternopygidae,Archolaemus santosi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Gymnotiformes,Sternopygidae,Eigenmannia vicentespelaea,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Hexanchiformes,Hexanchidae,Notorynchus cepedianus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lamniformes,Alopiidae,Alopias superciliosus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lamniformes,Alopiidae,Alopias vulpinus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lamniformes,Cetorhinidae,Cetorhinus maximus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lamniformes,Lamnidae,Carcharodon carcharias,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Lamniformes,Odontaspididae,Carcharias taurus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Ophidiiformes,Ophidiidae,Ophidion holbrookii,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Ophidiiformes,Ophidiidae,Otophidium chickcharney,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Orectolobiformes,Ginglymostomatidae,Ginglymostoma cirratum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Orectolobiformes,Rhincodontidae,Rhincodon typus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Chaetodontidae,Prognathodes obliquus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla cyclostoma,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla empheres,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla hadrostigma,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla heckeli,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla jegui,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla jupiaensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Crenicichla urosema,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Teleocichla centisquama,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Teleocichla cinderella,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Teleocichla prionogenys,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Cichlidae,Teleocichla wajapi,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Epinephelidae,Epinephelus itajara,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Epinephelidae,Epinephelus marginatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Epinephelidae,Epinephelus morio,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Gobiidae,Elacatinus figaro,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Istiophoridae,Kajikia albida,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Istiophoridae,Makaira nigricans,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Labridae,Halichoeres rubrovirens,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Labrisomidae,Malacoctenus brunoi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Lutjanidae,Lutjanus cyanopterus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Lutjanidae,Lutjanus purpureus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Malacanthidae,Lopholatilus villarii,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Microdesmidae,Cerdale fasciata,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Polyprionidae,Polyprion americanus,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Pomacentridae,Microspathodon chrysurus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Pomacentridae,Stegastes rocasensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Pomacentridae,Stegastes sanctipauli,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Pomacentridae,Stegastes trindadensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scaridae,Scarus trispinosus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scaridae,Scarus zelindae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scaridae,Sparisoma axillare,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scaridae,Sparisoma frondosum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scaridae,Sparisoma rocha,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Sciaenidae,Pogonias cromis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Scombridae,Thunnus thynnus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Serranidae,Choranthias salmopunctatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Serranidae,Hyporthodus nigritus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Serranidae,Hyporthodus niveatus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Serranidae,Mycteroperca bonaci,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Serranidae,Mycteroperca interstitialis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Perciformes,Tripterygiidae,Enneanectes smithi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Pleuronectiformes,Achiridae,Achirus mucuri,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Pristiformes,Pristidae,Pristis pectinata,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Pristiformes,Pristidae,Pristis pristis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Dasyatidae,Bathytoshia centroura,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Dasyatidae,Fontitrygon colarensis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Dasyatidae,Hypanus americanus,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Dasyatidae,Hypanus marianae,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Gymnuridae,Gymnura altavela,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Manta birostris,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Mobula mobular,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Mobula tarapacana,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Mobula thurstoni,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Myliobatis freminvillei,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Myliobatis goodei,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Myliobatis ridens,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Myliobatidae,Rhinoptera brasiliensis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Potamotrygonidae,Paratrygon aiereba,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rajidae,Atlantoraja castelnaui,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rajidae,Atlantoraja cyclophora,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rajidae,Rioraja agassizii,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rajidae,Sympterygia acuta,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rajidae,Sympterygia bonapartii,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rhinobatidae,Pseudobatos horkelii,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rhinobatidae,Pseudobatos percellens,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Rhinobatidae,Zapteryx brevirostris,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Rajiformes,Urolophidae,Urotrygon microphthalmum,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Scorpaeniformes,Scorpaenidae,Scorpaenodes insularis,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Ariidae,Genidens barbus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Ariidae,Genidens planifrons,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Ariidae,Paragenidens grandoculis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Ariidae,Sciades parkeri,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Callichthyidae,Corydoras lacerdai,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Callichthyidae,Scleromystax macropterus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Doradidae,Kalyptodoras bahiensis,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Doradidae,Rhynchodoras xingui,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Chasmocranus brachynemus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Heptapterus multiradiatus,CR (PEX),"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Pimelodella kronei,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Pimelodella spelaea,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Rhamdia jequitinhonha,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Rhamdiopsis krugi,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Heptapteridae,Taunayia bifasciata,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Loricariidae,Ancistrus cryptophthalmus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Loricariidae,Ancistrus formoso,VU,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Loricariidae,Ancistrus minutus,EN,"Portaria MMA Nº 148, de 7 de junho de 2022"
Animalia,Siluriformes,Loricariidae,Baryancistrus longipinnis,CR,"Portaria MMA Nº 148, de 7 de junho de 2022"
